Loading files... 
  Starting triples_en.txt
  Finished triples_en.txt, still running: 0
Loaded 93484 facts in 0.87 s using 34 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.8
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 2 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?f  <20146>  ?b  ?a  <20458>  ?f   => ?a  <20146>  ?b	0.020408163	0.2	1	3	15	3	?a	0.0	0.0	0.0
?a  <19956>  ?f  ?f  <20146>  ?b   => ?a  <20146>  ?b	0.027210884	0.173913043	1	4	23	4	?a	0.0	0.0	0.0
?a  <19841>  ?f  ?f  <20146>  ?b   => ?a  <20146>  ?b	0.183673469	0.207692308	0.931034483	27	130	29	?a	0.0	0.0	0.0
?f  <20146>  ?b  ?a  <20728>  ?f   => ?a  <20146>  ?b	0.013605442	0.333333333	1	2	6	2	?a	0.0	0.0	0.0
?f  <20146>  ?b  ?a  <20614>  ?f   => ?a  <20146>  ?b	0.040816327	0.4	1	6	15	6	?a	0.0	0.0	0.0
?a  <19907>  ?f  ?f  <20146>  ?b   => ?a  <20146>  ?b	0.034013605	0.625	1	5	8	5	?a	0.0	0.0	0.0
?f  <20146>  ?b  ?a  <20169>  ?f   => ?a  <20146>  ?b	0.013605442	0.181818182	1	2	11	2	?a	0.0	0.0	0.0
?a  <19882>  ?f  ?f  <20146>  ?b   => ?a  <20146>  ?b	0.020408163	0.75	1	3	4	3	?a	0.0	0.0	0.0
?f  <20146>  ?b  ?a  <20373>  ?f   => ?a  <20146>  ?b	0.013605442	0.25	1	2	8	2	?a	0.0	0.0	0.0
?a  <19848>  ?f  ?f  <20146>  ?b   => ?a  <20146>  ?b	0.013605442	0.153846154	1	2	13	2	?a	0.0	0.0	0.0
?e  <20137>  ?a  ?e  <20818>  ?b   => ?a  <20146>  ?b	0.013605442	0.125	1	2	16	2	?a	0.0	0.0	0.0
?e  <19798>  ?a  ?e  <20146>  ?b   => ?a  <20146>  ?b	0.265306122	0.248407643	0.951219512	39	157	41	?a	0.0	0.0	0.0
?e  <20137>  ?a  ?e  <20146>  ?b   => ?a  <20146>  ?b	0.278911565	0.239766082	0.911111111	41	171	45	?a	0.0	0.0	0.0
?e  <20146>  ?b  ?e  <20223>  ?a   => ?a  <20146>  ?b	0.258503401	0.292307692	0.926829268	38	130	41	?a	0.0	0.0	0.0
?e  <20048>  ?a  ?e  <20146>  ?b   => ?a  <20146>  ?b	0.210884354	0.248	0.939393939	31	125	33	?a	0.0	0.0	0.0
?e  <20146>  ?b  ?e  <20614>  ?a   => ?a  <20146>  ?b	0.054421769	0.533333333	1	8	15	8	?a	0.0	0.0	0.0
?e  <19841>  ?a  ?e  <20146>  ?b   => ?a  <20146>  ?b	0.06122449	0.15	0.9	9	60	10	?a	0.0	0.0	0.0
?e  <19882>  ?a  ?e  <20146>  ?b   => ?a  <20146>  ?b	0.027210884	0.666666667	1	4	6	4	?a	0.0	0.0	0.0
?e  <19907>  ?a  ?e  <20146>  ?b   => ?a  <20146>  ?b	0.027210884	0.571428571	1	4	7	4	?a	0.0	0.0	0.0
?e  <19848>  ?a  ?e  <20146>  ?b   => ?a  <20146>  ?b	0.027210884	0.571428571	1	4	7	4	?a	0.0	0.0	0.0
?e  <19956>  ?a  ?e  <20146>  ?b   => ?a  <20146>  ?b	0.020408163	0.15	1	3	20	3	?a	0.0	0.0	0.0
?e  <20146>  ?b  ?e  <20458>  ?a   => ?a  <20146>  ?b	0.020408163	0.078947368	1	3	38	3	?a	0.0	0.0	0.0
?e  <20146>  ?b  ?e  <20373>  ?a   => ?a  <20146>  ?b	0.013605442	0.333333333	1	2	6	2	?a	0.0	0.0	0.0
?e  <20146>  ?b  ?e  <20169>  ?a   => ?a  <20146>  ?b	0.013605442	0.222222222	1	2	9	2	?a	0.0	0.0	0.0
?e  <20146>  ?b  ?e  <20728>  ?a   => ?a  <20146>  ?b	0.013605442	0.222222222	1	2	9	2	?a	0.0	0.0	0.0
?b  <20048>  ?f  ?f  <20246>  ?a   => ?a  <20364>  ?b	0.013084112	0.004305043	0.875	7	1626	8	?b	0.0	0.0	0.0
?b  <20048>  ?f  ?a  <20364>  ?f   => ?a  <20364>  ?b	0.013084112	0.4375	1	7	16	7	?b	0.0	0.0	0.0
?b  <20223>  ?f  ?f  <20246>  ?a   => ?a  <20364>  ?b	0.01682243	0.005319149	1	9	1692	9	?b	0.0	0.0	0.0
?b  <20223>  ?f  ?a  <20364>  ?f   => ?a  <20364>  ?b	0.011214953	0.666666667	1	6	9	6	?b	0.0	0.0	0.0
?f  <20364>  ?b  ?a  <20364>  ?f   => ?a  <20364>  ?b	0.065420561	0.945945946	0.945945946	35	37	37	?b	0.0	0.0	0.0
?f  <20048>  ?b  ?a  <20364>  ?f   => ?a  <20364>  ?b	0.013084112	0.636363636	0.875	7	11	8	?b	0.0	0.0	0.0
?f  <20223>  ?b  ?a  <20364>  ?f   => ?a  <20364>  ?b	0.011214953	0.5	1	6	12	6	?b	0.0	0.0	0.0
?f  <20364>  ?b  ?a  <20806>  ?f   => ?a  <20364>  ?b	0.020560748	1	1	11	11	11	?b	0.0	0.0	0.0
?e  <20048>  ?b  ?e  <20246>  ?a   => ?a  <20364>  ?b	0.01682243	0.004704652	1	9	1913	9	?b	0.0	0.0	0.0
?e  <20223>  ?b  ?e  <20246>  ?a   => ?a  <20364>  ?b	0.013084112	0.003595275	0.875	7	1947	8	?b	0.0	0.0	0.0
?b  <20622>  ?f  ?f  <20768>  ?a   => ?a  <20254>  ?b	0.033898305	1	1	4	4	4	?a	0.0	0.0	0.0
?f  <20222>  ?a  ?b  <20622>  ?f   => ?a  <20254>  ?b	0.033898305	1	1	4	4	4	?a	0.0	0.0	0.0
?f  <20149>  ?a  ?b  <20622>  ?f   => ?a  <20254>  ?b	0.033898305	1	1	4	4	4	?a	0.0	0.0	0.0
?a  <20551>  ?f  ?f  <20661>  ?b   => ?a  <20254>  ?b	0.033898305	1	1	4	4	4	?a	0.0	0.0	0.0
?f  <20408>  ?b  ?a  <20551>  ?f   => ?a  <20254>  ?b	0.033898305	1	1	4	4	4	?a	0.0	0.0	0.0
?a  <20551>  ?f  ?f  <20664>  ?b   => ?a  <20254>  ?b	0.033898305	1	1	4	4	4	?a	0.0	0.0	0.0
?e  <20408>  ?b  ?e  <20768>  ?a   => ?a  <20254>  ?b	0.059322034	1	1	7	7	7	?a	0.0	0.0	0.0
?e  <20222>  ?a  ?e  <20408>  ?b   => ?a  <20254>  ?b	0.059322034	1	1	7	7	7	?a	0.0	0.0	0.0
?e  <20664>  ?b  ?e  <20768>  ?a   => ?a  <20254>  ?b	0.059322034	1	1	7	7	7	?a	0.0	0.0	0.0
?e  <20222>  ?a  ?e  <20664>  ?b   => ?a  <20254>  ?b	0.059322034	1	1	7	7	7	?a	0.0	0.0	0.0
?a  <20213>  ?b  ?a  <20666>  ?b   => ?a  <20363>  ?b	0.018556701	0.818181818	1	9	11	9	?a	0.0	0.0	0.0
?a  <20213>  ?b  ?a  <20698>  ?b   => ?a  <20363>  ?b	0.018556701	0.028037383	0.9	9	321	10	?a	0.0	0.0	0.0
?a  <20137>  ?b  ?b  <20562>  ?a   => ?a  <20501>  ?b	0.019417476	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?b  <19798>  ?a  ?b  <20562>  ?a   => ?a  <20501>  ?b	0.019417476	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?f  <20371>  ?a  ?b  <20562>  ?f   => ?a  <20501>  ?b	0.058252427	0.75	0.857142857	6	8	7	?b	0.0	0.0	0.0
?a  <20501>  ?f  ?b  <20754>  ?f   => ?a  <20501>  ?b	0.029126214	1	1	3	3	3	?b	0.0	0.0	0.0
?a  <20501>  ?f  ?f  <20754>  ?b   => ?a  <20501>  ?b	0.029126214	0.428571429	1	3	7	3	?b	0.0	0.0	0.0
?e  <20562>  ?a  ?e  <20754>  ?b   => ?a  <20501>  ?b	0.019417476	0.5	1	2	4	2	?b	0.0	0.0	0.0
?a  <20291>  ?f  ?f  <20888>  ?b   => ?a  <20888>  ?b	0.016949153	1	1	2	2	2	?a	0.0	0.0	0.0
?a  <20322>  ?f  ?f  <20888>  ?b   => ?a  <20888>  ?b	0.245762712	0.90625	1	29	32	29	?a	0.0	0.0	0.0
?a  <20683>  ?f  ?f  <20888>  ?b   => ?a  <20888>  ?b	0.254237288	0.789473684	1	30	38	30	?a	0.0	0.0	0.0
?e  <20683>  ?a  ?e  <20888>  ?b   => ?a  <20888>  ?b	0.254237288	0.909090909	1	30	33	30	?a	0.0	0.0	0.0
?e  <20322>  ?a  ?e  <20888>  ?b   => ?a  <20888>  ?b	0.245762712	0.725	1	29	40	29	?a	0.0	0.0	0.0
?e  <20291>  ?a  ?e  <20888>  ?b   => ?a  <20888>  ?b	0.016949153	0.054054054	1	2	37	2	?a	0.0	0.0	0.0
?e  <20192>  ?a  ?e  <20888>  ?b   => ?a  <20888>  ?b	0.025423729	0.6	1	3	5	3	?a	0.0	0.0	0.0
?a  <20326>  ?f  ?b  <20698>  ?f   => ?a  <20887>  ?b	0.018604651	0.125	0.8	4	32	5	?b	0.0	0.0	0.0
?b  <20516>  ?f  ?a  <20887>  ?f   => ?a  <20887>  ?b	0.013953488	0.028571429	1	3	105	3	?b	0.0	0.0	0.0
?a  <20246>  ?b  ?b  <20716>  ?a   => ?a  <20916>  ?b	0.064646465	0.385542169	0.842105263	32	83	38	?a	0.0	0.0	0.0
?f  <20137>  ?a  ?b  <20635>  ?f   => ?a  <20916>  ?b	0.012121212	0.12244898	0.857142857	6	49	7	?a	0.0	0.0	0.0
?f  <20410>  ?b  ?a  <20516>  ?f   => ?a  <20916>  ?b	0.056565657	0.217054264	0.823529412	28	129	34	?a	0.0	0.0	0.0
?e  <20208>  ?a  ?e  <20246>  ?b   => ?a  <20916>  ?b	0.016161616	0.222222222	0.888888889	8	36	9	?a	0.0	0.0	0.0
?b  <19956>  ?a  ?b  <20137>  ?a   => ?a  <19956>  ?b	0.04494382	0.666666667	0.888888889	8	12	9	?b	0.0	0.0	0.0
?a  <19798>  ?b  ?b  <19956>  ?a   => ?a  <19956>  ?b	0.039325843	0.7	1	7	10	7	?b	0.0	0.0	0.0
?b  <19956>  ?a  ?a  <20048>  ?b   => ?a  <19956>  ?b	0.028089888	0.714285714	0.833333333	5	7	6	?b	0.0	0.0	0.0
?b  <19956>  ?a  ?b  <20048>  ?a   => ?a  <19956>  ?b	0.028089888	0.454545455	0.833333333	5	11	6	?b	0.0	0.0	0.0
?b  <19956>  ?a  ?b  <20223>  ?a   => ?a  <19956>  ?b	0.02247191	0.666666667	1	4	6	4	?b	0.0	0.0	0.0
?a  <19956>  ?f  ?b  <20098>  ?f   => ?a  <19956>  ?b	0.016853933	0.25	1	3	12	3	?b	0.0	0.0	0.0
?a  <19841>  ?f  ?b  <20376>  ?f   => ?a  <19956>  ?b	0.028089888	0.111111111	0.833333333	5	45	6	?b	0.0	0.0	0.0
?a  <19956>  ?f  ?f  <20098>  ?b   => ?a  <19956>  ?b	0.016853933	0.1875	1	3	16	3	?b	0.0	0.0	0.0
?e  <20376>  ?b  ?e  <20384>  ?a   => ?a  <19956>  ?b	0.011235955	0.074074074	1	2	27	2	?b	0.0	0.0	0.0
?a  <20034>  ?f  ?b  <20541>  ?f   => ?a  <20034>  ?b	0.019762846	0.833333333	0.833333333	5	6	6	?a	0.0	0.0	0.0
?f  <20034>  ?b  ?a  <20582>  ?f   => ?a  <20034>  ?b	0.090909091	0.676470588	0.92	23	34	25	?a	0.0	0.0	0.0
?a  <20034>  ?f  ?f  <20541>  ?b   => ?a  <20034>  ?b	0.019762846	1	1	5	5	5	?a	0.0	0.0	0.0
?a  <20034>  ?f  ?f  <20754>  ?b   => ?a  <20034>  ?b	0.015810277	0.8	0.8	4	5	5	?a	0.0	0.0	0.0
?a  <19833>  ?f  ?f  <20034>  ?b   => ?a  <20034>  ?b	0.039525692	1	1	10	10	10	?a	0.0	0.0	0.0
?f  <20134>  ?b  ?a  <20882>  ?f   => ?a  <20034>  ?b	0.039525692	1	1	10	10	10	?a	0.0	0.0	0.0
?a  <20806>  ?f  ?b  <20806>  ?f   => ?a  <20806>  ?b	0.037422037	0.048128342	0.947368421	18	374	19	?b	0.0	0.0	0.0
?f  <20806>  ?b  ?a  <20806>  ?f   => ?a  <20806>  ?b	0.051975052	1	1	25	25	25	?b	0.0	0.0	0.0
?a  <20364>  ?f  ?f  <20806>  ?b   => ?a  <20806>  ?b	0.045738046	0.814814815	0.814814815	22	27	27	?b	0.0	0.0	0.0
?a  <20033>  ?f  ?b  <20394>  ?f   => ?a  <20033>  ?b	0.023041475	1	1	5	5	5	?b	0.0	0.0	0.0
?a  <20033>  ?f  ?b  <20559>  ?f   => ?a  <20033>  ?b	0.01843318	0.8	1	4	5	4	?b	0.0	0.0	0.0
?a  <20033>  ?f  ?f  <20394>  ?b   => ?a  <20033>  ?b	0.023041475	1	1	5	5	5	?b	0.0	0.0	0.0
?a  <20033>  ?f  ?f  <20559>  ?b   => ?a  <20033>  ?b	0.01843318	1	1	4	4	4	?b	0.0	0.0	0.0
?a  <20033>  ?f  ?f  <20246>  ?b   => ?a  <20033>  ?b	0.013824885	0.083333333	1	3	36	3	?b	0.0	0.0	0.0
?a  <20213>  ?b  ?a  <20673>  ?b   => ?a  <20805>  ?b	0.014705882	0.285714286	1	2	7	2	?a	0.0	0.0	0.0
?f  <20916>  ?a  ?b  <20930>  ?f   => ?a  <20805>  ?b	0.014705882	0.03125	1	2	64	2	?a	0.0	0.0	0.0
?a  <20698>  ?f  ?f  <20840>  ?b   => ?a  <20805>  ?b	0.014705882	0.083333333	1	2	24	2	?a	0.0	0.0	0.0
?a  <20458>  ?f  ?f  <20670>  ?b   => ?a  <20805>  ?b	0.022058824	0.018072289	1	3	166	3	?a	0.0	0.0	0.0
?a  <20492>  ?f  ?f  <20805>  ?b   => ?a  <20805>  ?b	0.014705882	0.5	1	2	4	2	?a	0.0	0.0	0.0
?a  <20236>  ?f  ?f  <20840>  ?b   => ?a  <20805>  ?b	0.014705882	0.095238095	1	2	21	2	?a	0.0	0.0	0.0
?a  <20474>  ?f  ?f  <20805>  ?b   => ?a  <20805>  ?b	0.014705882	0.222222222	1	2	9	2	?a	0.0	0.0	0.0
?f  <20012>  ?b  ?a  <20647>  ?f   => ?a  <20805>  ?b	0.014705882	0.2	1	2	10	2	?a	0.0	0.0	0.0
?e  <20492>  ?a  ?e  <20805>  ?b   => ?a  <20805>  ?b	0.014705882	0.25	1	2	8	2	?a	0.0	0.0	0.0
?e  <20474>  ?a  ?e  <20805>  ?b   => ?a  <20805>  ?b	0.014705882	0.285714286	1	2	7	2	?a	0.0	0.0	0.0
?e  <20158>  ?b  ?e  <20246>  ?a   => ?a  <20805>  ?b	0.014705882	0.166666667	1	2	12	2	?a	0.0	0.0	0.0
?e  <19945>  ?b  ?e  <20626>  ?a   => ?a  <20805>  ?b	0.036764706	0.111111111	1	5	45	5	?a	0.0	0.0	0.0
?a  <19844>  ?f  ?b  <20015>  ?f   => ?a  <19844>  ?b	0.017467249	0.8	0.8	4	5	5	?a	0.0	0.0	0.0
?e  <19844>  ?b  ?e  <20015>  ?a   => ?a  <19844>  ?b	0.026200873	0.092307692	1	6	65	6	?a	0.0	0.0	0.0
?f  <20342>  ?b  ?a  <20682>  ?f   => ?a  <20032>  ?b	0.018867925	0.666666667	1	2	3	2	?a	0.0	0.0	0.0
?e  <20032>  ?b  ?e  <20165>  ?a   => ?a  <20032>  ?b	0.018867925	0.222222222	1	2	9	2	?a	0.0	0.0	0.0
?e  <20342>  ?b  ?e  <20464>  ?a   => ?a  <20032>  ?b	0.028301887	0.75	1	3	4	3	?a	0.0	0.0	0.0
?f  <20301>  ?b  ?a  <20301>  ?f   => ?a  <20447>  ?b	0.872131148	0.985185185	1	266	270	266	?a	0.0	0.0	0.0
?a  <20301>  ?f  ?f  <20486>  ?b   => ?a  <20447>  ?b	0.672131148	0.985576923	1	205	208	205	?a	0.0	0.0	0.0
?f  <20301>  ?b  ?a  <20486>  ?f   => ?a  <20447>  ?b	0.53442623	0.987878788	1	163	165	163	?a	0.0	0.0	0.0
?f  <20486>  ?b  ?a  <20486>  ?f   => ?a  <20447>  ?b	0.429508197	0.984962406	1	131	133	131	?a	0.0	0.0	0.0
?e  <20270>  ?b  ?e  <20599>  ?a   => ?a  <20447>  ?b	0.17704918	0.931034483	1	54	58	54	?a	0.0	0.0	0.0
?e  <20270>  ?b  ?e  <20859>  ?a   => ?a  <20447>  ?b	0.170491803	0.945454545	1	52	55	52	?a	0.0	0.0	0.0
?e  <20301>  ?a  ?e  <20932>  ?b   => ?a  <20447>  ?b	0.318032787	0.97	1	97	100	97	?a	0.0	0.0	0.0
?e  <20486>  ?a  ?e  <20932>  ?b   => ?a  <20447>  ?b	0.304918033	0.96875	1	93	96	93	?a	0.0	0.0	0.0
?e  <19959>  ?a  ?e  <20359>  ?b   => ?a  <20447>  ?b	0.052459016	1	1	16	16	16	?a	0.0	0.0	0.0
?e  <19868>  ?a  ?e  <20359>  ?b   => ?a  <20447>  ?b	0.049180328	1	1	15	15	15	?a	0.0	0.0	0.0
?e  <20447>  ?a  ?e  <20703>  ?b   => ?a  <20447>  ?b	0.22295082	0.971428571	1	68	70	68	?a	0.0	0.0	0.0
?e  <20219>  ?a  ?e  <20703>  ?b   => ?a  <20447>  ?b	0.213114754	0.970149254	1	65	67	65	?a	0.0	0.0	0.0
?e  <20025>  ?a  ?e  <20510>  ?b   => ?a  <20447>  ?b	0.029508197	1	1	9	9	9	?a	0.0	0.0	0.0
?a  <19959>  ?f  ?f  <20301>  ?b   => ?a  <20859>  ?b	0.172413793	0.833333333	1	20	24	20	?a	0.0	0.0	0.0
?a  <19959>  ?f  ?f  <20486>  ?b   => ?a  <20859>  ?b	0.077586207	1	1	9	9	9	?a	0.0	0.0	0.0
?a  <19868>  ?f  ?f  <20301>  ?b   => ?a  <20859>  ?b	0.172413793	1	1	20	20	20	?a	0.0	0.0	0.0
?a  <19868>  ?f  ?f  <20486>  ?b   => ?a  <20859>  ?b	0.077586207	1	1	9	9	9	?a	0.0	0.0	0.0
?e  <20301>  ?a  ?e  <20547>  ?b   => ?a  <20859>  ?b	0.396551724	0.696969697	1	46	66	46	?a	0.0	0.0	0.0
?e  <20486>  ?a  ?e  <20547>  ?b   => ?a  <20859>  ?b	0.387931034	0.703125	1	45	64	45	?a	0.0	0.0	0.0
?e  <20188>  ?b  ?e  <20599>  ?a   => ?a  <20859>  ?b	0.189655172	0.611111111	1	22	36	22	?a	0.0	0.0	0.0
?e  <20188>  ?b  ?e  <20859>  ?a   => ?a  <20859>  ?b	0.181034483	0.617647059	1	21	34	21	?a	0.0	0.0	0.0
?e  <19868>  ?a  ?e  <20207>  ?b   => ?a  <20859>  ?b	0.034482759	0.444444444	1	4	9	4	?a	0.0	0.0	0.0
?e  <19959>  ?a  ?e  <20207>  ?b   => ?a  <20859>  ?b	0.034482759	0.444444444	1	4	9	4	?a	0.0	0.0	0.0
?e  <19887>  ?b  ?e  <20219>  ?a   => ?a  <20859>  ?b	0.189655172	0.666666667	1	22	33	22	?a	0.0	0.0	0.0
?e  <19887>  ?b  ?e  <20447>  ?a   => ?a  <20859>  ?b	0.189655172	0.628571429	1	22	35	22	?a	0.0	0.0	0.0
?e  <20025>  ?a  ?e  <20915>  ?b   => ?a  <20859>  ?b	0.017241379	0.666666667	1	2	3	2	?a	0.0	0.0	0.0
?f  <19928>  ?b  ?a  <20781>  ?f   => ?a  <19928>  ?b	0.036111111	0.276595745	1	13	47	13	?a	0.0	0.0	0.0
?f  <19928>  ?b  ?a  <20783>  ?f   => ?a  <19928>  ?b	0.033333333	0.363636364	1	12	33	12	?a	0.0	0.0	0.0
?f  <19928>  ?b  ?a  <20699>  ?f   => ?a  <19928>  ?b	0.038888889	0.424242424	0.875	14	33	16	?a	0.0	0.0	0.0
?f  <19928>  ?b  ?a  <19933>  ?f   => ?a  <19928>  ?b	0.044444444	0.06779661	1	16	236	16	?a	0.0	0.0	0.0
?f  <19928>  ?b  ?a  <20364>  ?f   => ?a  <19928>  ?b	0.022222222	0.421052632	1	8	19	8	?a	0.0	0.0	0.0
?f  <19928>  ?b  ?a  <20246>  ?f   => ?a  <19928>  ?b	0.058333333	0.161538462	0.875	21	130	24	?a	0.0	0.0	0.0
?f  <19928>  ?b  ?a  <20360>  ?f   => ?a  <19928>  ?b	0.013888889	0.125	1	5	40	5	?a	0.0	0.0	0.0
?a  <19844>  ?f  ?f  <19928>  ?b   => ?a  <19928>  ?b	0.022222222	0.156862745	1	8	51	8	?a	0.0	0.0	0.0
?f  <19928>  ?b  ?a  <20154>  ?f   => ?a  <19928>  ?b	0.022222222	0.363636364	1	8	22	8	?a	0.0	0.0	0.0
?e  <20258>  ?b  ?e  <20761>  ?a   => ?a  <19928>  ?b	0.011111111	0.235294118	1	4	17	4	?a	0.0	0.0	0.0
?e  <19928>  ?b  ?e  <20246>  ?a   => ?a  <19928>  ?b	0.083333333	0.22556391	0.857142857	30	133	35	?a	0.0	0.0	0.0
?e  <19928>  ?b  ?e  <19933>  ?a   => ?a  <19928>  ?b	0.041666667	0.128205128	1	15	117	15	?a	0.0	0.0	0.0
?e  <19928>  ?b  ?e  <20699>  ?a   => ?a  <19928>  ?b	0.025	0.219512195	0.9	9	41	10	?a	0.0	0.0	0.0
?e  <19928>  ?b  ?e  <20364>  ?a   => ?a  <19928>  ?b	0.022222222	0.205128205	1	8	39	8	?a	0.0	0.0	0.0
?e  <19928>  ?b  ?e  <20783>  ?a   => ?a  <19928>  ?b	0.022222222	0.148148148	1	8	54	8	?a	0.0	0.0	0.0
?e  <19928>  ?b  ?e  <20154>  ?a   => ?a  <19928>  ?b	0.019444444	0.24137931	1	7	29	7	?a	0.0	0.0	0.0
?e  <19928>  ?b  ?e  <20781>  ?a   => ?a  <19928>  ?b	0.016666667	0.068181818	1	6	88	6	?a	0.0	0.0	0.0
?e  <19928>  ?b  ?e  <20269>  ?a   => ?a  <19928>  ?b	0.013888889	0.5	1	5	10	5	?a	0.0	0.0	0.0
?e  <19844>  ?a  ?e  <19928>  ?b   => ?a  <19928>  ?b	0.019444444	0.318181818	1	7	22	7	?a	0.0	0.0	0.0
?b  <20108>  ?a  ?b  <20901>  ?a   => ?a  <20003>  ?b	0.285714286	0.844221106	0.938547486	168	199	179	?b	0.0	0.0	0.0
?b  <19798>  ?a  ?a  <20048>  ?b   => ?a  <20223>  ?b	0.030081301	0.755102041	0.840909091	74	98	88	?b	0.0	0.0	0.0
?b  <19798>  ?a  ?a  <20728>  ?b   => ?a  <20223>  ?b	0.01097561	0.794117647	0.931034483	27	34	29	?b	0.0	0.0	0.0
?b  <19798>  ?a  ?b  <20863>  ?a   => ?a  <20223>  ?b	0.011788618	0.311827957	0.935483871	29	93	31	?b	0.0	0.0	0.0
?b  <20048>  ?a  ?a  <20048>  ?b   => ?a  <20223>  ?b	0.069512195	0.919354839	0.93956044	171	186	182	?b	0.0	0.0	0.0
?b  <20048>  ?a  ?a  <20137>  ?b   => ?a  <20223>  ?b	0.224796748	0.657550535	0.81085044	553	841	682	?b	0.0	0.0	0.0
?a  <20137>  ?b  ?b  <20863>  ?a   => ?a  <20223>  ?b	0.011788618	0.376623377	0.935483871	29	77	31	?b	0.0	0.0	0.0
?a  <20048>  ?b  ?a  <20137>  ?b   => ?a  <20223>  ?b	0.032520325	0.727272727	0.860215054	80	110	93	?b	0.0	0.0	0.0
?a  <20137>  ?b  ?a  <20897>  ?b   => ?a  <20223>  ?b	0.012195122	0.322580645	0.9375	30	93	32	?b	0.0	0.0	0.0
?a  <20301>  ?f  ?f  <20306>  ?b   => ?a  <20306>  ?b	0.030075188	0.4	1	4	10	4	?a	0.0	0.0	0.0
?f  <20306>  ?b  ?a  <20486>  ?f   => ?a  <20306>  ?b	0.022556391	0.5	1	3	6	3	?a	0.0	0.0	0.0
?f  <19921>  ?b  ?a  <20783>  ?f   => ?a  <19921>  ?b	0.087806612	0.834459459	0.942748092	247	296	262	?a	0.0	0.0	0.0
?f  <19921>  ?b  ?a  <20699>  ?f   => ?a  <19921>  ?b	0.050835407	0.866666667	0.979452055	143	165	146	?a	0.0	0.0	0.0
?f  <19921>  ?b  ?a  <20917>  ?f   => ?a  <19921>  ?b	0.020263064	0.982758621	1	57	58	57	?a	0.0	0.0	0.0
?f  <19921>  ?b  ?a  <19936>  ?f   => ?a  <19921>  ?b	0.01955208	0.982142857	1	55	56	55	?a	0.0	0.0	0.0
?e  <19921>  ?b  ?e  <20246>  ?a   => ?a  <19921>  ?b	0.1674369	0.587281796	0.907514451	471	802	519	?a	0.0	0.0	0.0
?e  <19921>  ?b  ?e  <20783>  ?a   => ?a  <19921>  ?b	0.045858514	0.641791045	0.902097902	129	201	143	?a	0.0	0.0	0.0
?e  <19921>  ?b  ?e  <20699>  ?a   => ?a  <19921>  ?b	0.028439389	0.579710145	0.869565217	80	138	92	?a	0.0	0.0	0.0
?e  <19921>  ?b  ?e  <20917>  ?a   => ?a  <19921>  ?b	0.020263064	0.780821918	1	57	73	57	?a	0.0	0.0	0.0
?e  <19921>  ?b  ?e  <19936>  ?a   => ?a  <19921>  ?b	0.01955208	0.785714286	1	55	70	55	?a	0.0	0.0	0.0
?a  <20726>  ?f  ?f  <20850>  ?b   => ?a  <20850>  ?b	0.010917031	1	1	10	10	10	?b	0.0	0.0	0.0
?e  <20726>  ?a  ?e  <20850>  ?b   => ?a  <20850>  ?b	0.010917031	1	1	10	10	10	?b	0.0	0.0	0.0
?b  <19978>  ?f  ?a  <20216>  ?f   => ?a  <19978>  ?b	0.014981273	0.002588997	0.8	4	1545	5	?b	0.0	0.0	0.0
?a  <20246>  ?f  ?f  <20305>  ?b   => ?a  <20305>  ?b	0.01155624	1	1	15	15	15	?a	0.0	0.0	0.0
?e  <20246>  ?a  ?e  <20305>  ?b   => ?a  <20305>  ?b	0.01155624	0.017899761	1	15	838	15	?a	0.0	0.0	0.0
?f  <19978>  ?b  ?a  <20840>  ?f   => ?a  <20491>  ?b	0.15	0.051546392	1	30	582	30	?a	0.0	0.0	0.0
?a  <20246>  ?f  ?f  <20491>  ?b   => ?a  <20491>  ?b	0.055	0.379310345	1	11	29	11	?a	0.0	0.0	0.0
?f  <20491>  ?b  ?a  <20699>  ?f   => ?a  <20491>  ?b	0.045	0.195652174	0.818181818	9	46	11	?a	0.0	0.0	0.0
?f  <20491>  ?b  ?a  <20886>  ?f   => ?a  <20491>  ?b	0.025	0.3125	1	5	16	5	?a	0.0	0.0	0.0
?f  <20491>  ?b  ?a  <20546>  ?f   => ?a  <20491>  ?b	0.03	0.857142857	1	6	7	6	?a	0.0	0.0	0.0
?e  <20246>  ?a  ?e  <20491>  ?b   => ?a  <20491>  ?b	0.07	0.057377049	0.875	14	244	16	?a	0.0	0.0	0.0
?e  <20491>  ?b  ?e  <20886>  ?a   => ?a  <20491>  ?b	0.03	0.315789474	1	6	19	6	?a	0.0	0.0	0.0
?e  <20491>  ?b  ?e  <20546>  ?a   => ?a  <20491>  ?b	0.03	0.857142857	1	6	7	6	?a	0.0	0.0	0.0
?e  <20491>  ?b  ?e  <20699>  ?a   => ?a  <20491>  ?b	0.025	0.357142857	1	5	14	5	?a	0.0	0.0	0.0
