Loading files... 
  Starting triples_en.txt
  Finished triples_en.txt, still running: 0
Loaded 115722 facts in 1.08 s using 10 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.8
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 2 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?a  <20090>  ?f  ?f  <21097>  ?b   => ?a  <21097>  ?b	0.017578125	1	1	9	9	9	?a	0.0	0.0	0.0
?f  <21097>  ?b  ?a  <21150>  ?f   => ?a  <21097>  ?b	0.015625	0.470588235	0.888888889	8	17	9	?a	0.0	0.0	0.0
?f  <21097>  ?b  ?a  <21132>  ?f   => ?a  <21097>  ?b	0.01171875	1	1	6	6	6	?a	0.0	0.0	0.0
?a  <20291>  ?f  ?f  <21097>  ?b   => ?a  <21097>  ?b	0.015625	1	1	8	8	8	?a	0.0	0.0	0.0
?a  <20623>  ?f  ?f  <21097>  ?b   => ?a  <21097>  ?b	0.01171875	1	1	6	6	6	?a	0.0	0.0	0.0
?e  <21097>  ?b  ?e  <21171>  ?a   => ?a  <21097>  ?b	0.033203125	0.435897436	1	17	39	17	?a	0.0	0.0	0.0
?e  <20760>  ?a  ?e  <21097>  ?b   => ?a  <21097>  ?b	0.03125	0.592592593	1	16	27	16	?a	0.0	0.0	0.0
?e  <20510>  ?a  ?e  <21097>  ?b   => ?a  <21097>  ?b	0.029296875	0.681818182	1	15	22	15	?a	0.0	0.0	0.0
?e  <20767>  ?a  ?e  <21097>  ?b   => ?a  <21097>  ?b	0.021484375	0.379310345	1	11	29	11	?a	0.0	0.0	0.0
?e  <20291>  ?a  ?e  <21097>  ?b   => ?a  <21097>  ?b	0.01953125	1	1	10	10	10	?a	0.0	0.0	0.0
?e  <21097>  ?b  ?e  <21150>  ?a   => ?a  <21097>  ?b	0.017578125	0.321428571	0.9	9	28	10	?a	0.0	0.0	0.0
?e  <20090>  ?a  ?e  <21097>  ?b   => ?a  <21097>  ?b	0.015625	0.888888889	1	8	9	8	?a	0.0	0.0	0.0
?e  <20623>  ?a  ?e  <21097>  ?b   => ?a  <21097>  ?b	0.01171875	1	1	6	6	6	?a	0.0	0.0	0.0
?e  <21097>  ?b  ?e  <21132>  ?a   => ?a  <21097>  ?b	0.01171875	1	1	6	6	6	?a	0.0	0.0	0.0
?b  <20729>  ?a  ?a  <21186>  ?b   => ?a  <20918>  ?b	0.050632911	0.100840336	1	12	119	12	?b	0.0	0.0	0.0
?f  <20821>  ?a  ?b  <20991>  ?f   => ?a  <20918>  ?b	0.021097046	0.454545455	1	5	11	5	?b	0.0	0.0	0.0
?f  <20821>  ?a  ?b  <20922>  ?f   => ?a  <20918>  ?b	0.012658228	1	1	3	3	3	?b	0.0	0.0	0.0
?b  <20186>  ?f  ?a  <21186>  ?f   => ?a  <20918>  ?b	0.012658228	0.081081081	1	3	37	3	?b	0.0	0.0	0.0
?f  <20128>  ?b  ?a  <21186>  ?f   => ?a  <20918>  ?b	0.016877637	0.057142857	1	4	70	4	?b	0.0	0.0	0.0
?f  <20106>  ?b  ?a  <21186>  ?f   => ?a  <20918>  ?b	0.016877637	0.064516129	0.8	4	62	5	?b	0.0	0.0	0.0
?f  <20199>  ?b  ?a  <20552>  ?f   => ?a  <20918>  ?b	0.012658228	0.428571429	1	3	7	3	?b	0.0	0.0	0.0
?f  <20148>  ?b  ?a  <20918>  ?f   => ?a  <20918>  ?b	0.037974684	1	1	9	9	9	?b	0.0	0.0	0.0
?e  <20416>  ?b  ?e  <20627>  ?a   => ?a  <20918>  ?b	0.021097046	0.172413793	0.833333333	5	29	6	?b	0.0	0.0	0.0
?e  <20821>  ?a  ?e  <21106>  ?b   => ?a  <20918>  ?b	0.046413502	0.47826087	1	11	23	11	?b	0.0	0.0	0.0
?e  <20534>  ?b  ?e  <20821>  ?a   => ?a  <20918>  ?b	0.033755274	0.727272727	1	8	11	8	?b	0.0	0.0	0.0
?f  <20675>  ?b  ?a  <21199>  ?f   => ?a  <20581>  ?b	0.074074074	0.380952381	1	8	21	8	?a	0.0	0.0	0.0
?b  <20618>  ?f  ?f  <21118>  ?a   => ?a  <20472>  ?b	0.016563147	0.615384615	1	8	13	8	?a	0.0	0.0	0.0
?b  <20618>  ?f  ?a  <21161>  ?f   => ?a  <20472>  ?b	0.020703934	0.526315789	0.833333333	10	19	12	?a	0.0	0.0	0.0
?b  <20618>  ?f  ?a  <21118>  ?f   => ?a  <20472>  ?b	0.010351967	0.714285714	1	5	7	5	?a	0.0	0.0	0.0
?a  <20427>  ?f  ?b  <20618>  ?f   => ?a  <20472>  ?b	0.01242236	0.666666667	0.857142857	6	9	7	?a	0.0	0.0	0.0
?b  <20606>  ?f  ?f  <21161>  ?a   => ?a  <20472>  ?b	0.020703934	0.714285714	0.909090909	10	14	11	?a	0.0	0.0	0.0
?b  <20606>  ?f  ?a  <21118>  ?f   => ?a  <20472>  ?b	0.035196687	0.653846154	0.80952381	17	26	21	?a	0.0	0.0	0.0
?a  <20337>  ?f  ?b  <21073>  ?f   => ?a  <20472>  ?b	0.01242236	0.6	1	6	10	6	?a	0.0	0.0	0.0
?b  <20115>  ?f  ?a  <20472>  ?f   => ?a  <20472>  ?b	0.016563147	1	1	8	8	8	?a	0.0	0.0	0.0
?b  <20115>  ?f  ?a  <20680>  ?f   => ?a  <20472>  ?b	0.010351967	0.3125	0.833333333	5	16	6	?a	0.0	0.0	0.0
?a  <20472>  ?f  ?b  <20513>  ?f   => ?a  <20472>  ?b	0.026915114	1	1	13	13	13	?a	0.0	0.0	0.0
?b  <20961>  ?f  ?a  <20988>  ?f   => ?a  <20472>  ?b	0.010351967	1	1	5	5	5	?a	0.0	0.0	0.0
?f  <20472>  ?b  ?a  <21118>  ?f   => ?a  <20472>  ?b	0.571428571	0.901960784	0.978723404	276	306	282	?a	0.0	0.0	0.0
?f  <20745>  ?b  ?a  <21118>  ?f   => ?a  <20472>  ?b	0.014492754	0.777777778	1	7	9	7	?a	0.0	0.0	0.0
?a  <20472>  ?f  ?f  <20513>  ?b   => ?a  <20472>  ?b	0.026915114	1	1	13	13	13	?a	0.0	0.0	0.0
?a  <20337>  ?f  ?f  <20472>  ?b   => ?a  <20472>  ?b	0.291925466	0.719387755	0.87037037	141	196	162	?a	0.0	0.0	0.0
?a  <20007>  ?f  ?f  <20472>  ?b   => ?a  <20472>  ?b	0.302277433	0.70531401	0.85380117	146	207	171	?a	0.0	0.0	0.0
?f  <20472>  ?b  ?a  <20774>  ?f   => ?a  <20472>  ?b	0.010351967	1	1	5	5	5	?a	0.0	0.0	0.0
?e  <20745>  ?b  ?e  <21161>  ?a   => ?a  <20472>  ?b	0.01242236	0.428571429	1	6	14	6	?a	0.0	0.0	0.0
?e  <20337>  ?a  ?e  <20472>  ?b   => ?a  <20472>  ?b	0.300207039	0.64159292	0.873493976	145	226	166	?a	0.0	0.0	0.0
?e  <20007>  ?a  ?e  <20472>  ?b   => ?a  <20472>  ?b	0.289855072	0.636363636	0.848484848	140	220	165	?a	0.0	0.0	0.0
?e  <20472>  ?b  ?e  <21118>  ?a   => ?a  <20472>  ?b	0.32505176	0.694690265	0.93452381	157	226	168	?a	0.0	0.0	0.0
?e  <20472>  ?b  ?e  <20774>  ?a   => ?a  <20472>  ?b	0.010351967	1	1	5	5	5	?a	0.0	0.0	0.0
?f  <20083>  ?b  ?a  <20251>  ?f   => ?a  <20610>  ?b	0.0125	0.117647059	1	2	17	2	?a	0.0	0.0	0.0
?a  <20532>  ?f  ?f  <20610>  ?b   => ?a  <20610>  ?b	0.0125	0.25	1	2	8	2	?a	0.0	0.0	0.0
?e  <20532>  ?a  ?e  <20610>  ?b   => ?a  <20610>  ?b	0.0125	1	1	2	2	2	?a	0.0	0.0	0.0
?e  <20584>  ?b  ?e  <21135>  ?a   => ?a  <20610>  ?b	0.01875	0.176470588	1	3	17	3	?a	0.0	0.0	0.0
?e  <20073>  ?b  ?e  <20130>  ?a   => ?a  <20610>  ?b	0.025	0.072727273	0.8	4	55	5	?a	0.0	0.0	0.0
?e  <20130>  ?a  ?e  <20201>  ?b   => ?a  <20610>  ?b	0.025	0.075471698	0.8	4	53	5	?a	0.0	0.0	0.0
?f  <20580>  ?a  ?b  <20580>  ?f   => ?a  <20580>  ?b	0.094527363	0.863636364	0.863636364	19	22	22	?b	0.0	0.0	0.0
?a  <20580>  ?f  ?b  <20580>  ?f   => ?a  <20580>  ?b	0.094527363	0.115151515	1	19	165	19	?b	0.0	0.0	0.0
?b  <20251>  ?f  ?a  <20580>  ?f   => ?a  <20580>  ?b	0.019900498	0.333333333	1	4	12	4	?b	0.0	0.0	0.0
?b  <20427>  ?f  ?f  <20452>  ?a   => ?a  <20580>  ?b	0.019900498	0.00308404	1	4	1297	4	?b	0.0	0.0	0.0
?a  <21056>  ?f  ?b  <21056>  ?f   => ?a  <20580>  ?b	0.019900498	0.027586207	1	4	145	4	?b	0.0	0.0	0.0
?f  <20580>  ?b  ?a  <20580>  ?f   => ?a  <20580>  ?b	0.109452736	1	1	22	22	22	?b	0.0	0.0	0.0
?f  <20251>  ?b  ?a  <20580>  ?f   => ?a  <20580>  ?b	0.019900498	0.444444444	0.8	4	9	5	?b	0.0	0.0	0.0
?e  <20251>  ?b  ?e  <20452>  ?a   => ?a  <20580>  ?b	0.024875622	0.003207184	1	5	1559	5	?b	0.0	0.0	0.0
?a  <20038>  ?f  ?b  <20628>  ?f   => ?a  <20995>  ?b	0.175182482	0.585365854	1	24	41	24	?a	0.0	0.0	0.0
?b  <20603>  ?f  ?a  <21089>  ?f   => ?a  <20995>  ?b	0.737226277	0.827868852	1	101	122	101	?a	0.0	0.0	0.0
?f  <20995>  ?b  ?a  <21089>  ?f   => ?a  <20995>  ?b	0.810218978	0.776223776	0.991071429	111	143	112	?a	0.0	0.0	0.0
?a  <20574>  ?f  ?f  <20995>  ?b   => ?a  <20995>  ?b	0.058394161	0.666666667	0.888888889	8	12	9	?a	0.0	0.0	0.0
?a  <20324>  ?f  ?f  <20995>  ?b   => ?a  <20995>  ?b	0.04379562	1	1	6	6	6	?a	0.0	0.0	0.0
?a  <20007>  ?f  ?f  <20995>  ?b   => ?a  <20995>  ?b	0.02919708	1	1	4	4	4	?a	0.0	0.0	0.0
?a  <20337>  ?f  ?f  <20995>  ?b   => ?a  <20995>  ?b	0.02189781	0.333333333	1	3	9	3	?a	0.0	0.0	0.0
?e  <20995>  ?b  ?e  <21089>  ?a   => ?a  <20995>  ?b	0.051094891	0.875	1	7	8	7	?a	0.0	0.0	0.0
?e  <20324>  ?a  ?e  <20995>  ?b   => ?a  <20995>  ?b	0.04379562	1	1	6	6	6	?a	0.0	0.0	0.0
?e  <20574>  ?a  ?e  <20995>  ?b   => ?a  <20995>  ?b	0.051094891	0.777777778	0.875	7	9	8	?a	0.0	0.0	0.0
?e  <20007>  ?a  ?e  <20995>  ?b   => ?a  <20995>  ?b	0.02919708	0.5	1	4	8	4	?a	0.0	0.0	0.0
?e  <20337>  ?a  ?e  <20995>  ?b   => ?a  <20995>  ?b	0.02189781	1	1	3	3	3	?a	0.0	0.0	0.0
?a  <20143>  ?f  ?b  <20698>  ?f   => ?a  <20143>  ?b	0.02189781	1	1	3	3	3	?b	0.0	0.0	0.0
?a  <20143>  ?f  ?f  <20698>  ?b   => ?a  <20143>  ?b	0.02189781	0.3	1	3	10	3	?b	0.0	0.0	0.0
?f  <20106>  ?b  ?a  <20143>  ?f   => ?a  <20143>  ?b	0.02189781	0.333333333	1	3	9	3	?b	0.0	0.0	0.0
?f  <20143>  ?b  ?a  <20631>  ?f   => ?a  <20143>  ?b	0.02919708	1	1	4	4	4	?b	0.0	0.0	0.0
?e  <20703>  ?a  ?e  <20838>  ?b   => ?a  <20143>  ?b	0.02919708	0.8	1	4	5	4	?b	0.0	0.0	0.0
?b  <21107>  ?a  ?a  <21107>  ?b   => ?a  <20776>  ?b	0.015717092	0.8	0.8	8	10	10	?b	0.0	0.0	0.0
?a  <20031>  ?b  ?a  <20437>  ?b   => ?a  <20884>  ?b	0.017276423	0.944444444	0.944444444	17	18	18	?b	0.0	0.0	0.0
?a  <20007>  ?b  ?b  <20427>  ?a   => ?a  <20251>  ?b	0.26365894	0.614864865	0.828348505	637	1036	769	?b	0.0	0.0	0.0
?b  <20427>  ?a  ?a  <20427>  ?b   => ?a  <20251>  ?b	0.08236755	0.947619048	0.966019417	199	210	206	?b	0.0	0.0	0.0
?b  <20427>  ?a  ?a  <21118>  ?b   => ?a  <20251>  ?b	0.022350993	0.620689655	0.931034483	54	87	58	?b	0.0	0.0	0.0
?a  <20337>  ?b  ?b  <20427>  ?a   => ?a  <20251>  ?b	0.045529801	0.74829932	0.873015873	110	147	126	?b	0.0	0.0	0.0
?a  <20044>  ?b  ?b  <20427>  ?a   => ?a  <20251>  ?b	0.014072848	0.607142857	0.80952381	34	56	42	?b	0.0	0.0	0.0
?b  <20337>  ?a  ?b  <20427>  ?a   => ?a  <20251>  ?b	0.259933775	0.545612511	0.803069054	628	1151	782	?b	0.0	0.0	0.0
?b  <20427>  ?a  ?b  <21161>  ?a   => ?a  <20251>  ?b	0.020281457	0.505154639	0.924528302	49	97	53	?b	0.0	0.0	0.0
?b  <20007>  ?a  ?b  <20427>  ?a   => ?a  <20251>  ?b	0.04884106	0.666666667	0.802721088	118	177	147	?b	0.0	0.0	0.0
?b  <20337>  ?a  ?a  <20427>  ?b   => ?a  <20251>  ?b	0.050082781	0.823129252	0.902985075	121	147	134	?b	0.0	0.0	0.0
?b  <20337>  ?a  ?a  <21118>  ?b   => ?a  <20251>  ?b	0.029387417	0.385869565	0.855421687	71	184	83	?b	0.0	0.0	0.0
?b  <20337>  ?a  ?b  <21161>  ?a   => ?a  <20251>  ?b	0.026490066	0.315270936	0.8	64	203	80	?b	0.0	0.0	0.0
?a  <20007>  ?b  ?b  <21161>  ?a   => ?a  <20251>  ?b	0.026490066	0.383233533	0.853333333	64	167	75	?b	0.0	0.0	0.0
?a  <20007>  ?b  ?a  <20427>  ?b   => ?a  <20251>  ?b	0.059188742	0.807909605	0.899371069	143	177	159	?b	0.0	0.0	0.0
?a  <20007>  ?b  ?a  <21118>  ?b   => ?a  <20251>  ?b	0.034768212	0.394366197	0.857142857	84	213	98	?b	0.0	0.0	0.0
?b  <20251>  ?a  ?a  <21161>  ?b   => ?a  <20337>  ?b	0.01799269	0.901408451	0.955223881	64	71	67	?b	0.0	0.0	0.0
?b  <20251>  ?a  ?a  <20521>  ?b   => ?a  <20337>  ?b	0.017430419	0.861111111	0.885714286	62	72	70	?b	0.0	0.0	0.0
?b  <20007>  ?a  ?b  <20251>  ?a   => ?a  <20337>  ?b	0.248805173	0.790178571	0.893939394	885	1120	990	?b	0.0	0.0	0.0
?b  <20251>  ?a  ?b  <20521>  ?a   => ?a  <20337>  ?b	0.026426764	0.831858407	0.87037037	94	113	108	?b	0.0	0.0	0.0
?b  <20251>  ?a  ?b  <21118>  ?a   => ?a  <20337>  ?b	0.019960641	0.78021978	0.922077922	71	91	77	?b	0.0	0.0	0.0
?b  <20007>  ?a  ?a  <20427>  ?b   => ?a  <20337>  ?b	0.257801518	0.885135135	0.930020284	917	1036	986	?b	0.0	0.0	0.0
?b  <20007>  ?a  ?a  <20521>  ?b   => ?a  <20337>  ?b	0.050323306	0.844339623	0.868932039	179	212	206	?b	0.0	0.0	0.0
?b  <20007>  ?a  ?a  <20007>  ?b   => ?a  <20337>  ?b	0.08743323	0.854395604	0.876056338	311	364	355	?b	0.0	0.0	0.0
?b  <20007>  ?a  ?a  <21161>  ?b   => ?a  <20337>  ?b	0.043576047	0.928143713	0.981012658	155	167	158	?b	0.0	0.0	0.0
?b  <20007>  ?a  ?a  <20524>  ?b   => ?a  <20337>  ?b	0.018273826	0.855263158	0.902777778	65	76	72	?b	0.0	0.0	0.0
?b  <20007>  ?a  ?a  <20251>  ?b   => ?a  <20337>  ?b	0.039921282	0.845238095	0.881987578	142	168	161	?b	0.0	0.0	0.0
?b  <20007>  ?a  ?b  <20521>  ?a   => ?a  <20337>  ?b	0.070002811	0.83	0.870629371	249	300	286	?b	0.0	0.0	0.0
?b  <20007>  ?a  ?b  <21118>  ?a   => ?a  <20337>  ?b	0.048355356	0.807511737	0.966292135	172	213	178	?b	0.0	0.0	0.0
?b  <20007>  ?a  ?b  <20044>  ?a   => ?a  <20337>  ?b	0.038796739	0.788571429	0.867924528	138	175	159	?b	0.0	0.0	0.0
?b  <20337>  ?a  ?a  <20427>  ?b   => ?a  <20337>  ?b	0.033174023	0.802721088	0.825174825	118	147	143	?b	0.0	0.0	0.0
?a  <20427>  ?b  ?b  <20521>  ?a   => ?a  <20337>  ?b	0.022209727	0.849462366	0.868131868	79	93	91	?b	0.0	0.0	0.0
?a  <20427>  ?b  ?b  <21118>  ?a   => ?a  <20337>  ?b	0.02136632	0.873563218	0.926829268	76	87	82	?b	0.0	0.0	0.0
?b  <20044>  ?a  ?a  <20427>  ?b   => ?a  <20337>  ?b	0.014056789	0.892857143	0.909090909	50	56	55	?b	0.0	0.0	0.0
?a  <20007>  ?b  ?a  <20427>  ?b   => ?a  <20337>  ?b	0.03935901	0.790960452	0.813953488	140	177	172	?b	0.0	0.0	0.0
?a  <20427>  ?b  ?a  <21161>  ?b   => ?a  <20337>  ?b	0.023896542	0.87628866	0.923913043	85	97	92	?b	0.0	0.0	0.0
?a  <20427>  ?b  ?a  <20521>  ?b   => ?a  <20337>  ?b	0.019117234	0.883116883	0.918918919	68	77	74	?b	0.0	0.0	0.0
?b  <20143>  ?f  ?a  <20427>  ?f   => ?a  <20911>  ?b	0.010471204	0.4	1	2	5	2	?a	0.0	0.0	0.0
?a  <20427>  ?f  ?b  <20975>  ?f   => ?a  <20911>  ?b	0.010471204	1	1	2	2	2	?a	0.0	0.0	0.0
?a  <20892>  ?f  ?f  <20911>  ?b   => ?a  <20911>  ?b	0.020942408	1	1	4	4	4	?a	0.0	0.0	0.0
?f  <20703>  ?b  ?a  <20876>  ?f   => ?a  <20911>  ?b	0.010471204	0.076923077	1	2	26	2	?a	0.0	0.0	0.0
?f  <20182>  ?b  ?a  <20427>  ?f   => ?a  <20911>  ?b	0.02617801	1	1	5	5	5	?a	0.0	0.0	0.0
?a  <20427>  ?f  ?f  <20911>  ?b   => ?a  <20911>  ?b	0.020942408	0.666666667	0.8	4	6	5	?a	0.0	0.0	0.0
?e  <20427>  ?a  ?e  <20911>  ?b   => ?a  <20911>  ?b	0.020942408	0.307692308	1	4	13	4	?a	0.0	0.0	0.0
?e  <20892>  ?a  ?e  <20911>  ?b   => ?a  <20911>  ?b	0.020942408	0.19047619	1	4	21	4	?a	0.0	0.0	0.0
?f  <20119>  ?b  ?a  <20933>  ?f   => ?a  <20119>  ?b	0.10294397	0.755927476	0.804154303	542	717	674	?a	0.0	0.0	0.0
?a  <20237>  ?b  ?a  <21024>  ?b   => ?a  <20226>  ?b	0.065519523	0.568965517	0.891891892	99	174	111	?a	0.0	0.0	0.0
?f  <20237>  ?b  ?a  <20452>  ?f   => ?a  <20226>  ?b	0.013236267	0.266666667	0.833333333	20	75	24	?a	0.0	0.0	0.0
?e  <20226>  ?b  ?e  <20933>  ?a   => ?a  <20226>  ?b	0.074123097	0.541062802	0.82962963	112	207	135	?a	0.0	0.0	0.0
?a  <20337>  ?b  ?b  <20427>  ?a   => ?a  <20007>  ?b	0.035565435	0.870748299	0.876712329	128	147	146	?b	0.0	0.0	0.0
?a  <20251>  ?b  ?b  <20427>  ?a   => ?a  <20007>  ?b	0.176993609	0.485888635	0.809402795	637	1311	787	?b	0.0	0.0	0.0
?b  <20427>  ?a  ?a  <20521>  ?b   => ?a  <20007>  ?b	0.023339817	0.903225806	0.923076923	84	93	91	?b	0.0	0.0	0.0
?b  <20427>  ?a  ?a  <21118>  ?b   => ?a  <20007>  ?b	0.021672687	0.896551724	0.951219512	78	87	82	?b	0.0	0.0	0.0
?a  <20044>  ?b  ?b  <20427>  ?a   => ?a  <20007>  ?b	0.013337038	0.857142857	0.905660377	48	56	53	?b	0.0	0.0	0.0
?b  <20007>  ?a  ?b  <20427>  ?a   => ?a  <20007>  ?b	0.038066129	0.774011299	0.810650888	137	177	169	?b	0.0	0.0	0.0
?b  <20337>  ?a  ?b  <20427>  ?a   => ?a  <20007>  ?b	0.254792998	0.796698523	0.906126482	917	1151	1012	?b	0.0	0.0	0.0
?b  <20427>  ?a  ?b  <21161>  ?a   => ?a  <20007>  ?b	0.019171992	0.711340206	0.92	69	97	75	?b	0.0	0.0	0.0
?b  <20427>  ?a  ?b  <20521>  ?a   => ?a  <20007>  ?b	0.017227008	0.805194805	0.826666667	62	77	75	?b	0.0	0.0	0.0
?b  <20007>  ?a  ?a  <20251>  ?b   => ?a  <20007>  ?b	0.037232565	0.797619048	0.817073171	134	168	164	?b	0.0	0.0	0.0
?a  <20251>  ?b  ?b  <20337>  ?a   => ?a  <20007>  ?b	0.245901639	0.893939394	0.936507937	885	990	945	?b	0.0	0.0	0.0
?b  <20337>  ?a  ?a  <20521>  ?b   => ?a  <20007>  ?b	0.069185885	0.898916968	0.922222222	249	277	270	?b	0.0	0.0	0.0
?b  <20337>  ?a  ?a  <20337>  ?b   => ?a  <20007>  ?b	0.084745763	0.913173653	0.921450151	305	334	331	?b	0.0	0.0	0.0
?b  <20337>  ?a  ?a  <21118>  ?b   => ?a  <20007>  ?b	0.047791053	0.934782609	0.994219653	172	184	173	?b	0.0	0.0	0.0
?a  <20044>  ?b  ?b  <20337>  ?a   => ?a  <20007>  ?b	0.038343984	0.913907285	0.932432432	138	151	148	?b	0.0	0.0	0.0
?b  <20337>  ?a  ?a  <20427>  ?b   => ?a  <20007>  ?b	0.036121145	0.884353741	0.915492958	130	147	142	?b	0.0	0.0	0.0
?b  <20337>  ?a  ?b  <20521>  ?a   => ?a  <20007>  ?b	0.049736038	0.828703704	0.87745098	179	216	204	?b	0.0	0.0	0.0
?b  <20337>  ?a  ?b  <21161>  ?a   => ?a  <20007>  ?b	0.043067519	0.763546798	0.956790123	155	203	162	?b	0.0	0.0	0.0
?b  <20337>  ?a  ?b  <20524>  ?a   => ?a  <20007>  ?b	0.018060572	0.915492958	0.928571429	65	71	70	?b	0.0	0.0	0.0
?b  <20251>  ?a  ?b  <20337>  ?a   => ?a  <20007>  ?b	0.039455404	0.830409357	0.881987578	142	171	161	?b	0.0	0.0	0.0
?a  <20251>  ?b  ?b  <20521>  ?a   => ?a  <20007>  ?b	0.016393443	0.819444444	0.842857143	59	72	70	?b	0.0	0.0	0.0
?a  <20251>  ?b  ?b  <21161>  ?a   => ?a  <20007>  ?b	0.017782717	0.901408451	0.96969697	64	71	66	?b	0.0	0.0	0.0
?a  <20251>  ?b  ?a  <20337>  ?b   => ?a  <20007>  ?b	0.040011114	0.842105263	0.857142857	144	171	168	?b	0.0	0.0	0.0
?a  <20251>  ?b  ?a  <20521>  ?b   => ?a  <20007>  ?b	0.027507641	0.876106195	0.908256881	99	113	109	?b	0.0	0.0	0.0
?a  <20251>  ?b  ?a  <21118>  ?b   => ?a  <20007>  ?b	0.023339817	0.923076923	0.976744186	84	91	86	?b	0.0	0.0	0.0
?a  <20044>  ?b  ?a  <20251>  ?b   => ?a  <20007>  ?b	0.015837733	0.826086957	0.904761905	57	69	63	?b	0.0	0.0	0.0
?f  <20113>  ?b  ?a  <20113>  ?f   => ?a  <20113>  ?b	0.013377926	1	1	4	4	4	?a	0.0	0.0	0.0
?f  <20113>  ?b  ?a  <20452>  ?f   => ?a  <20113>  ?b	0.010033445	1	1	3	3	3	?a	0.0	0.0	0.0
?f  <20113>  ?b  ?a  <20451>  ?f   => ?a  <20113>  ?b	0.013377926	1	1	4	4	4	?a	0.0	0.0	0.0
?f  <20113>  ?b  ?a  <21107>  ?f   => ?a  <20113>  ?b	0.010033445	0.088235294	1	3	34	3	?a	0.0	0.0	0.0
?e  <20113>  ?b  ?e  <20776>  ?a   => ?a  <20113>  ?b	0.02006689	0.75	1	6	8	6	?a	0.0	0.0	0.0
?e  <20113>  ?a  ?e  <20113>  ?b   => ?a  <20113>  ?b	0.013377926	0.012903226	1	4	310	4	?a	0.0	0.0	0.0
?e  <20113>  ?b  ?e  <20451>  ?a   => ?a  <20113>  ?b	0.013377926	0.5	1	4	8	4	?a	0.0	0.0	0.0
?e  <20113>  ?b  ?e  <20452>  ?a   => ?a  <20113>  ?b	0.010033445	0.032967033	1	3	91	3	?a	0.0	0.0	0.0
?e  <20113>  ?b  ?e  <21107>  ?a   => ?a  <20113>  ?b	0.010033445	0.5	1	3	6	3	?a	0.0	0.0	0.0
?f  <20027>  ?b  ?a  <21197>  ?f   => ?a  <20112>  ?b	0.01369863	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?a  <20220>  ?f  ?b  <20822>  ?f   => ?a  <20220>  ?b	0.013986014	0.181818182	1	2	11	2	?b	0.0	0.0	0.0
?a  <20220>  ?f  ?f  <20822>  ?b   => ?a  <20220>  ?b	0.013986014	0.133333333	1	2	15	2	?b	0.0	0.0	0.0
?b  <20005>  ?a  ?b  <20669>  ?a   => ?a  <20498>  ?b	0.01119403	0.75	1	3	4	3	?b	0.0	0.0	0.0
?b  <20366>  ?a  ?b  <20964>  ?a   => ?a  <20498>  ?b	0.014925373	0.8	0.8	4	5	5	?b	0.0	0.0	0.0
?a  <20498>  ?f  ?b  <20890>  ?f   => ?a  <20498>  ?b	0.037313433	0.833333333	0.833333333	10	12	12	?b	0.0	0.0	0.0
?b  <20353>  ?f  ?a  <20498>  ?f   => ?a  <20498>  ?b	0.03358209	0.818181818	0.9	9	11	10	?b	0.0	0.0	0.0
?a  <20498>  ?f  ?b  <20894>  ?f   => ?a  <20498>  ?b	0.014925373	0.8	0.8	4	5	5	?b	0.0	0.0	0.0
?a  <20498>  ?f  ?b  <20625>  ?f   => ?a  <20498>  ?b	0.014925373	0.8	0.8	4	5	5	?b	0.0	0.0	0.0
?b  <20425>  ?f  ?a  <20498>  ?f   => ?a  <20498>  ?b	0.014925373	1	1	4	4	4	?b	0.0	0.0	0.0
?a  <20498>  ?f  ?b  <21009>  ?f   => ?a  <20498>  ?b	0.014925373	1	1	4	4	4	?b	0.0	0.0	0.0
?a  <20498>  ?f  ?f  <20852>  ?b   => ?a  <20498>  ?b	0.018656716	0.5	1	5	10	5	?b	0.0	0.0	0.0
?a  <20498>  ?f  ?f  <20784>  ?b   => ?a  <20498>  ?b	0.014925373	0.444444444	1	4	9	4	?b	0.0	0.0	0.0
?b  <20551>  ?f  ?a  <21187>  ?f   => ?a  <20081>  ?b	0.027586207	0.059701493	1	4	67	4	?a	0.0	0.0	0.0
?b  <20116>  ?f  ?a  <21187>  ?f   => ?a  <20081>  ?b	0.027586207	0.8	1	4	5	4	?a	0.0	0.0	0.0
?f  <20545>  ?b  ?a  <21187>  ?f   => ?a  <20081>  ?b	0.027586207	0.043478261	1	4	92	4	?a	0.0	0.0	0.0
?f  <20081>  ?b  ?a  <20609>  ?f   => ?a  <20081>  ?b	0.013793103	1	1	2	2	2	?a	0.0	0.0	0.0
?f  <20081>  ?b  ?a  <20794>  ?f   => ?a  <20081>  ?b	0.013793103	1	1	2	2	2	?a	0.0	0.0	0.0
?e  <20081>  ?b  ?e  <20794>  ?a   => ?a  <20081>  ?b	0.013793103	1	1	2	2	2	?a	0.0	0.0	0.0
